"Course","Course code","Subject","Subject code","Link","Points","Levels"
"Lastbilspåbyggnad – rundvirkestransporter - Nivå 1","LASS1000X","Lastbilspåbyggnad – rundvirkestransporter","LASS","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=LASS&courseCode=LASS1000X&version=1&tos=gy&origin=gy2025","100","LASS1000X"
"Lastbilspåbyggnad – skåp - Nivå 1","LASP1000X","Lastbilspåbyggnad – skåp","LASP","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=LASP&courseCode=LASP1000X&version=1&tos=gy&origin=gy2025","100","LASP1000X"
"Lastbilspåbyggnad – tank och bulk - Nivå 1","LASA1000X","Lastbilspåbyggnad – tank och bulk","LASA","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=LASA&courseCode=LASA1000X&version=1&tos=gy&origin=gy2025","100","LASA1000X"
"Latin – språk och kultur - Nivå 1","LATI1000X","Latin – språk och kultur","LATI","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=LATI&courseCode=LATI1000X&version=1&tos=gy&origin=gy2025","100","LATI1000X,LATI2000X,LATI3000X"
"Latin – språk och kultur - Nivå 2","LATI2000X","Latin – språk och kultur","LATI","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=LATI&courseCode=LATI2000X&version=1&tos=gy&origin=gy2025","100","LATI1000X,LATI2000X,LATI3000X"
"Latin – språk och kultur - Nivå 3","LATI3000X","Latin – språk och kultur","LATI","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=LATI&courseCode=LATI3000X&version=1&tos=gy&origin=gy2025","100","LATI1000X,LATI2000X,LATI3000X"
"Ledarskap och organisation - Nivå 1","LEDA1000X","Ledarskap och organisation","LEDA","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=LEDA&courseCode=LEDA1000X&version=1&tos=gy&origin=gy2025","200","LEDA1000X"
"Ledningsbyggnad - Nivå 1","LEDN1000X","Ledningsbyggnad","LEDN","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=LEDN&courseCode=LEDN1000X&version=1&tos=gy&origin=gy2025","100","LEDN1000X"
"Litteratur - Nivå 1","LITT1000X","Litteratur","LITT","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=LITT&courseCode=LITT1000X&version=1&tos=gy&origin=gy2025","100","LITT1000X"
"Livsmedelshygien - Nivå 1","LIVS1000X","Livsmedelshygien","LIVS","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=LIVS&courseCode=LIVS1000X&version=1&tos=gy&origin=gy2025","100","LIVS1000X"
"Livsmedels- och näringskunskap - Nivå 1","LIVM1000X","Livsmedels- och näringskunskap","LIVM","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=LIVM&courseCode=LIVM1000X&version=1&tos=gy&origin=gy2025","100","LIVM1000X"
"Ljudproduktion - Nivå 1","LJUD1000X","Ljudproduktion","LJUD","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=LJUD&courseCode=LJUD1000X&version=1&tos=gy&origin=gy2025","100","LJUD1000X,LJUD2000X,LJUD3000X"
"Ljudproduktion - Nivå 2","LJUD2000X","Ljudproduktion","LJUD","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=LJUD&courseCode=LJUD2000X&version=1&tos=gy&origin=gy2025","100","LJUD1000X,LJUD2000X,LJUD3000X"
"Ljudproduktion - Nivå 3","LJUD3000X","Ljudproduktion","LJUD","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=LJUD&courseCode=LJUD3000X&version=1&tos=gy&origin=gy2025","100","LJUD1000X,LJUD2000X,LJUD3000X"
"Logi och värdskap - Nivå 1","LOGI1000X","Logi och värdskap","LOGI","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=LOGI&courseCode=LOGI1000X&version=1&tos=gy&origin=gy2025","100","LOGI1000X,LOGI2000X,LOGI3000X"
"Logi och värdskap - Nivå 2","LOGI2000X","Logi och värdskap","LOGI","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=LOGI&courseCode=LOGI2000X&version=1&tos=gy&origin=gy2025","100","LOGI1000X,LOGI2000X,LOGI3000X"
"Logi och värdskap - Nivå 3","LOGI3000X","Logi och värdskap","LOGI","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=LOGI&courseCode=LOGI3000X&version=1&tos=gy&origin=gy2025","100","LOGI1000X,LOGI2000X,LOGI3000X"
"Logistik - Nivå 1","LOGS1000X","Logistik","LOGS","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=LOGS&courseCode=LOGS1000X&version=1&tos=gy&origin=gy2025","100","LOGS1000X,LOGS2000X"
"Logistik - Nivå 2","LOGS2000X","Logistik","LOGS","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=LOGS&courseCode=LOGS2000X&version=1&tos=gy&origin=gy2025","100","LOGS1000X,LOGS2000X"
"Låsinstallation - Nivå 1","LASN1000X","Låsinstallation","LASN","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=LASN&courseCode=LASN1000X&version=1&tos=gy&origin=gy2025","200","LASN1000X,LASN2000X"
"Låsinstallation - Nivå 2","LASN2000X","Låsinstallation","LASN","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=LASN&courseCode=LASN2000X&version=1&tos=gy&origin=gy2025","200","LASN1000X,LASN2000X"
"Lås- och passerteknik - Nivå 1","LASO1000X","Lås- och passerteknik","LASO","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=LASO&courseCode=LASO1000X&version=1&tos=gy&origin=gy2025","150","LASO1000X,LASO2000X"
"Lås- och passerteknik - Nivå 2","LASO2000X","Lås- och passerteknik","LASO","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=LASO&courseCode=LASO2000X&version=1&tos=gy&origin=gy2025","150","LASO1000X,LASO2000X"
"Låtskrivande - Nivå 1","LATS1000X","Låtskrivande","LATS","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=LATS&courseCode=LATS1000X&version=1&tos=gy&origin=gy2025","100","LATS1000X,LATS2000X"
"Låtskrivande - Nivå 2","LATS2000X","Låtskrivande","LATS","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=LATS&courseCode=LATS2000X&version=1&tos=gy&origin=gy2025","100","LATS1000X,LATS2000X"
"Manuell mönsterkonstruktion - Nivå 1","MANU1000X","Manuell mönsterkonstruktion","MANU","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=MANU&courseCode=MANU1000X&version=1&tos=gy&origin=gy2025","200","MANU1000X,MANU2000X"
"Manuell mönsterkonstruktion - Nivå 2","MANU2000X","Manuell mönsterkonstruktion","MANU","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=MANU&courseCode=MANU2000X&version=1&tos=gy&origin=gy2025","200","MANU1000X,MANU2000X"
"Marina system - Nivå 1","MARA1000X","Marina system","MARA","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=MARA&courseCode=MARA1000X&version=1&tos=gy&origin=gy2025","200","MARA1000X,MARA2000X"
"Marina system - Nivå 2","MARA2000X","Marina system","MARA","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=MARA&courseCode=MARA2000X&version=1&tos=gy&origin=gy2025","100","MARA1000X,MARA2000X"
"Marin el - Nivå 1","MAIN1000X","Marin el","MAIN","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=MAIN&courseCode=MAIN1000X&version=1&tos=gy&origin=gy2025","100","MAIN1000X,MAIN2000X"
"Marin el - Nivå 2","MAIN2000X","Marin el","MAIN","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=MAIN&courseCode=MAIN2000X&version=1&tos=gy&origin=gy2025","100","MAIN1000X,MAIN2000X"
"Marin motorteknik - Nivå 1","MARM1000X","Marin motorteknik","MARM","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=MARM&courseCode=MARM1000X&version=1&tos=gy&origin=gy2025","100","MARM1000X,MARM2000X,MARM3000X"
"Marin motorteknik - Nivå 2","MARM2000X","Marin motorteknik","MARM","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=MARM&courseCode=MARM2000X&version=1&tos=gy&origin=gy2025","100","MARM1000X,MARM2000X,MARM3000X"
"Marin motorteknik - Nivå 3","MARM3000X","Marin motorteknik","MARM","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=MARM&courseCode=MARM3000X&version=1&tos=gy&origin=gy2025","200","MARM1000X,MARM2000X,MARM3000X"
"Marinteknisk byggnation - Nivå 1","MART1000X","Marinteknisk byggnation","MART","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=MART&courseCode=MART1000X&version=1&tos=gy&origin=gy2025","200","MART1000X,MART2000X,MART3000X"
"Marinteknisk byggnation - Nivå 2","MART2000X","Marinteknisk byggnation","MART","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=MART&courseCode=MART2000X&version=1&tos=gy&origin=gy2025","200","MART1000X,MART2000X,MART3000X"
"Marinteknisk byggnation - Nivå 3","MART3000X","Marinteknisk byggnation","MART","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=MART&courseCode=MART3000X&version=1&tos=gy&origin=gy2025","100","MART1000X,MART2000X,MART3000X"
"Marintekniskt underhåll - Nivå 1","MARE1000X","Marintekniskt underhåll","MARE","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=MARE&courseCode=MARE1000X&version=1&tos=gy&origin=gy2025","150","MARE1000X"
"Marklära - Nivå 1","MARL1000X","Marklära","MARL","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=MARL&courseCode=MARL1000X&version=1&tos=gy&origin=gy2025","100","MARL1000X"
"Marknadsföring - Nivå 1","MARK1000X","Marknadsföring","MARK","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=MARK&courseCode=MARK1000X&version=1&tos=gy&origin=gy2025","100","MARK1000X,MARK2000X"
"Marknadsföring - Nivå 2","MARK2000X","Marknadsföring","MARK","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=MARK&courseCode=MARK2000X&version=1&tos=gy&origin=gy2025","100","MARK1000X,MARK2000X"
"Marknadsföring inom besöksnäringen - Nivå 1","MARN1000X","Marknadsföring inom besöksnäringen","MARN","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=MARN&courseCode=MARN1000X&version=1&tos=gy&origin=gy2025","100","MARN1000X,MARN2000X"
"Marknadsföring inom besöksnäringen - Nivå 2","MARN2000X","Marknadsföring inom besöksnäringen","MARN","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=MARN&courseCode=MARN2000X&version=1&tos=gy&origin=gy2025","100","MARN1000X,MARN2000X"
"Maskinbefäl - Nivå 1","MASI1000X","Maskinbefäl","MASI","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=MASI&courseCode=MASI1000X&version=1&tos=gy&origin=gy2025","100","MASI1000X"
"Maskiner och teknisk utrustning inom naturbruk - Nivå 1","MASK1000X","Maskiner och teknisk utrustning inom naturbruk","MASK","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=MASK&courseCode=MASK1000X&version=1&tos=gy&origin=gy2025","100","MASK1000X,MASK2000X,MASK3000X"
"Maskiner och teknisk utrustning inom naturbruk - Nivå 2","MASK2000X","Maskiner och teknisk utrustning inom naturbruk","MASK","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=MASK&courseCode=MASK2000X&version=1&tos=gy&origin=gy2025","100","MASK1000X,MASK2000X,MASK3000X"
"Maskiner och teknisk utrustning inom naturbruk - Nivå 3","MASK3000X","Maskiner och teknisk utrustning inom naturbruk","MASK","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=MASK&courseCode=MASK3000X&version=1&tos=gy&origin=gy2025","100","MASK1000X,MASK2000X,MASK3000X"
"Maskintjänst - Nivå 1","MASN1000X","Maskintjänst","MASN","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=MASN&courseCode=MASN1000X&version=1&tos=gy&origin=gy2025","250","MASN1000X,MASN2000X"
"Maskintjänst - Nivå 2","MASN2000X","Maskintjänst","MASN","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=MASN&courseCode=MASN2000X&version=1&tos=gy&origin=gy2025","250","MASN1000X,MASN2000X"
"Massage - Nivå 1","MASS1000X","Massage","MASS","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=MASS&courseCode=MASS1000X&version=1&tos=gy&origin=gy2025","100","MASS1000X"
"Matematik - Nivå 1a","MATE1A00X","Matematik","MATE","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=MATE&courseCode=MATE1A00X&version=1&tos=gy&origin=gy2025","100","MATE1A00X,MATE2A00X"
"Matematik - Nivå 1b","MATE1B00X","Matematik","MATE","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=MATE&courseCode=MATE1B00X&version=1&tos=gy&origin=gy2025","100","MATE1B00X,MATE2B00X"
"Matematik - Nivå 1c","MATE1C00X","Matematik","MATE","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=MATE&courseCode=MATE1C00X&version=1&tos=gy&origin=gy2025","100","MATE1C00X,MATE2C00X"
"Matematik - Nivå 2a","MATE2A00X","Matematik","MATE","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=MATE&courseCode=MATE2A00X&version=1&tos=gy&origin=gy2025","100","MATE1A00X,MATE2A00X"
"Matematik - Nivå 2b","MATE2B00X","Matematik","MATE","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=MATE&courseCode=MATE2B00X&version=1&tos=gy&origin=gy2025","100","MATE1B00X,MATE2B00X"
"Matematik - Nivå 2c","MATE2C00X","Matematik","MATE","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=MATE&courseCode=MATE2C00X&version=1&tos=gy&origin=gy2025","100","MATE1C00X,MATE2C00X"
"Matematik – fortsättning - Nivå 1b","MATO1B00X","Matematik – fortsättning","MATO","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=MATO&courseCode=MATO1B00X&version=1&tos=gy&origin=gy2025","100","MATO1B00X,MATO2000X"
"Matematik – fortsättning - Nivå 1c","MATO1C00X","Matematik – fortsättning","MATO","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=MATO&courseCode=MATO1C00X&version=1&tos=gy&origin=gy2025","100","MATO1C00X,MATO2000X"
"Matematik – fortsättning - Nivå 2","MATO2000X","Matematik – fortsättning","MATO","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=MATO&courseCode=MATO2000X&version=1&tos=gy&origin=gy2025","100","MATO1B00X,MATO1C00X,MATO2000X"
"Matematik – fördjupning - Nivå 1","MATF1000X","Matematik – fördjupning","MATF","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=MATF&courseCode=MATF1000X&version=1&tos=gy&origin=gy2025","100","MATF1000X"
"Matematik – specialisering B - Nivå 1","MASB1000X","Matematik – specialisering B","MASB","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=MASB&courseCode=MASB1000X&version=1&tos=gy&origin=gy2025","100","MASB1000X"
"Matematik – specialisering C - Nivå 1","MASC1000X","Matematik – specialisering C","MASC","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=MASC&courseCode=MASC1000X&version=1&tos=gy&origin=gy2025","100","MASC1000X"
